"681.874377126138","487.1290080982495"
"Timestamps","Readings"
"2018-10-02 11:49:52.123","6.053137845078949"
"2018-10-02 11:49:58.557","6.0572384008380835"
"2018-10-02 11:50:04.343","6.060936382084346"
