"596.8490173935804","33.54224963504171"
"Timestamps","Readings"
"2018-10-02 11:42:34.441","2.3887468543950847"
"2018-10-02 11:42:40.015","2.390489108851794"
"2018-10-02 11:42:52.586","2.3942859767176574"
