"10.28635525431254","413.11410629826395"
"Timestamps","Readings"
"2018-10-02 11:57:25.278","5.519376810491237"
"2018-10-02 11:57:36.303","5.538190086570887"
"2018-10-02 11:57:42.737","5.548363127146034"
