"10.28635525431254","413.11410629826395"
"Timestamps","Readings"
"2018-10-02 11:42:37.475","5.43119070703629"
"2018-10-02 11:42:44.03","5.436649527878114"
"2018-10-02 11:42:49.882","5.4422360553057905"
